,,,,2025,,,,,,,,
행정구역,,,,총인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60세 이상
서울특별시,마포구,성산제1동(1144072000),,"13,801","13,801",411,615,"2,825","3,396","2,823","3,038","3,310"
서울특별시,마포구,성산제2동(1144073000),,"18,355","18,355",571,"1,183","6,420","7,102","5,097","5,864","4,519"
서울특별시,마포구,상암동(1144074000),,"38,194","38,194","1,649","2,622","4,152","3,659","4,570","5,200","9,440"
서울특별시,양천구,-1147000000,,"29,165","29,165","1,652","3,395","47,142","51,836","69,561","72,198","6,537"
서울특별시,양천구,목1동(1147051000),,"425,801","425,801","22,674","46,289","2,728","2,585","6,452","5,143","116,101"
서울특별시,양천구,목2동(1147052000),,"29,922","29,922","2,281","5,103","3,784","5,105","4,063","4,425","5,630"
서울특별시,양천구,목3동(1147053000),,"27,877","27,877","1,076","2,079","2,731","3,813","2,837","3,224","7,345"
서울특별시,양천구,목4동(1147054000),,"20,736","20,736",928,"1,235","3,421","2,768","3,433","4,795","5,968"
서울특별시,양천구,목5동(1147055000),,"23,756","23,756",863,"2,799","3,657","3,313","8,651","6,660","5,677"
서울특별시,양천구,신월1동(1147056000),,"40,541","40,541","2,836","7,273","1,911","2,316","2,470","3,240","8,151"
서울특별시,양천구,신월2동(1147057000),,"18,568","18,568",541,"1,023","2,165","2,609","3,077","3,251","7,067"
서울특별시,양천구,신월3동(1147058000),,"20,395","20,395","1,130","1,703","1,401","1,821","1,722","2,387","6,460"
서울특별시,양천구,신월4동(1147059000),,"13,697","13,697",543,850,"1,694","1,943","2,598","2,748","4,973"
서울특별시,양천구,신월5동(1147060000),,"16,791","16,791",917,"1,467","1,614","1,950","1,934","2,280","5,424"
서울특별시,양천구,신월6동(1147061000),,"13,668","13,668",595,"1,088","1,284","2,098","2,446","2,013","4,207"
서울특별시,양천구,신월7동(1147061100),,"13,700","13,700","1,279","1,315","1,825","2,443","2,303","2,960","3,265"
서울특별시,양천구,신정1동(1147062000),,"17,972","17,972",655,957,"1,884","1,731","3,881","3,113","6,829"
서울특별시,양천구,신정2동(1147063000),,"19,509","19,509","1,401","2,960","1,879","1,549","3,410","3,249","4,539"
서울특별시,양천구,신정3동(1147064000),,"18,420","18,420",986,"2,878","5,660","5,629","6,894","8,895","4,469"
서울특별시,양천구,신정4동(1147065000),,"47,549","47,549","2,558","4,841","4,589","4,909","4,244","5,148","13,072"
서울특별시,양천구,신정6동(1147067000),,"31,119","31,119",903,"1,834","2,312","2,404","4,616","3,983","9,492"
서울특별시,양천구,신정7동(1147068000),,"23,859","23,859","1,691","3,645","2,603","2,850","4,530","4,684","5,208"
서울특별시,강서구,-1150000000,,"27,722","27,722","1,491","3,239","71,934","96,120","82,007","81,406","8,325"
서울특별시,강서구,염창동(1150051000),,"550,002","550,002","26,791","40,119","4,948","7,512","7,020","6,202","151,625"
서울특별시,강서구,등촌제1동(1150052000),,"41,060","41,060","3,121","4,290","4,200","6,985","3,518","3,012","7,967"
서울특별시,강서구,등촌제2동(1150053000),,"24,893","24,893","1,184","1,060","2,496","3,290","2,622","2,942","4,934"
서울특별시,강서구,등촌제3동(1150053500),,"18,972","18,972",819,"1,331","2,810","4,625","3,584","3,957","5,472"
서울특별시,강서구,화곡제1동(1150054000),,"28,644","28,644","1,344","1,508","7,931","10,049","6,941","7,034","10,816"
서울특별시,강서구,화곡제2동(1150055000),,"49,547","49,547","1,606","2,163","2,117","2,606","2,544","2,771","13,823"
서울특별시,강서구,화곡제3동(1150056000),,"16,640","16,640",662,"1,179","2,660","2,990","2,942","3,089","4,761"
서울특별시,강서구,화곡제4동(1150057000),,"20,595","20,595",808,"1,565","2,172","2,714","2,862","3,166","6,541"
서울특별시,강서구,화곡본동(1150059000),,"19,015","19,015",639,"1,154","4,885","5,932","4,734","4,803","6,308"
서울특별시,강서구,화곡제6동(1150059100),,"31,768","31,768","1,090","2,054","3,842","5,103","3,490","3,539","8,270"
서울특별시,강서구,화곡제8동(1150059300),,"25,484","25,484","1,346","1,360","3,078","3,637","3,248","3,551","6,804"
서울특별시,강서구,가양제1동(1150060300),,"22,463","22,463",711,"1,280","7,202","9,206","4,434","3,995","6,958"
서울특별시,강서구,가양제2동(1150060400),,"33,440","33,440","1,197","1,530","1,111","2,139","1,311","1,445","5,876"
서울특별시,강서구,가양제3동(1150060500),,"12,917","12,917",386,376,"1,056","2,838","1,692","1,654","6,149"
서울특별시,강서구,발산제1동(1150061100),,"13,383","13,383",526,341,"4,068","3,859","5,725","6,197","5,276"
서울특별시,강서구,우장산동(1150061500),,"34,798","34,798","2,047","4,555","5,307","5,309","7,733","7,354","8,347"
서울특별시,강서구,공항동(1150062000),,"43,732","43,732","2,680","5,343","3,391","4,668","5,099","4,023","10,006"
서울특별시,강서구,방화제1동(1150063000),,"28,699","28,699","2,247","2,524","4,135","5,342","6,534","6,195","6,747"
서울특별시,강서구,방화제2동(1150064000),,"39,750","39,750","2,606","4,063","2,770","4,066","2,944","3,298","10,875"
서울특별시,강서구,방화제3동(1150064100),,"22,810","22,810",835,"1,205","1,755","3,250","3,030","3,179","7,692"
서울특별시,구로구,-1153000000,,"21,392","21,392",937,"1,238","46,227","61,343","55,156","60,148","8,003"
서울특별시,구로구,신도림동(1153051000),,"384,525","384,525","19,681","27,085","3,935","5,917","6,349","5,394","114,885"
서울특별시,구로구,구로제1동(1153052000),,"35,756","35,756","2,676","3,630","2,242","3,580","3,345","3,002","7,855"
서울특별시,구로구,구로제2동(1153053000),,"20,172","20,172","1,387","1,854","2,455","2,811","2,392","3,992","4,762"
서울특별시,구로구,구로제3동(1153054000),,"21,777","21,777",549,"1,103","4,001","4,636","3,512","3,157","8,475"
서울특별시,구로구,구로제4동(1153055000),,"22,665","22,665",784,"1,237","2,068","2,699","2,154","2,874","5,338"
서울특별시,구로구,구로제5동(1153056000),,"17,748","17,748",475,762,"4,424","5,850","3,778","4,137","6,716"
서울특별시,구로구,가리봉동(1153059500),,"28,644","28,644","1,399","1,271","1,452","1,616",885,"1,422","7,785"
서울특별시,구로구,고척제1동(1153072000),,"8,754","8,754",156,233,"2,970","5,102","3,619","3,875","2,990"
서울특별시,구로구,고척제2동(1153073000),,"26,210","26,210","1,744","1,759","2,733","3,041","3,207","4,535","7,141"
서울특별시,구로구,개봉제1동(1153074000),,"24,938","24,938","1,090","1,893","3,487","5,289","4,559","5,267","8,439"
서울특별시,구로구,개봉제2동(1153075000),,"33,222","33,222","1,888","2,086","3,315","4,037","4,068","4,597","10,646"
서울특별시,구로구,개봉제3동(1153076000),,"29,362","29,362","1,441","1,889","1,890","2,447","2,572","3,246","10,015"
서울특별시,구로구,오류제1동(1153077000),,"18,824","18,824",693,"1,190","3,876","4,665","2,951","3,008","6,786"
서울특별시,구로구,오류제2동(1153078000),,"22,663","22,663",869,"1,044","3,750","4,417","5,272","6,037","6,250"
서울특별시,구로구,수궁동(1153079000),,"35,913","35,913","1,671","3,700","2,382","2,733","3,074","3,670","11,066"
서울특별시,구로구,항동(1153080000),,"21,920","21,920",906,"1,671","1,247","2,503","3,419","1,935","7,484"
서울특별시,금천구,-1154500000,,"15,957","15,957","1,953","1,763","31,930","39,589","27,665","35,201","3,137"
서울특별시,금천구,가산동(1154551000),,"223,497","223,497","8,390","12,043","6,625","7,477","2,893","2,639","68,679"
서울특별시,금천구,독산제1동(1154561000),,"25,342","25,342",535,530,"8,152","11,245","6,532","6,111","4,643"
서울특별시,금천구,독산제2동(1154562000),,"47,458","47,458","2,576","2,379","1,960","2,560","2,030","3,120","10,463"
서울특별시,금천구,독산제3동(1154563000),,"17,180","17,180",557,901,"2,991","3,782","2,554","3,846","6,052"
서울특별시,금천구,독산제4동(1154564000),,"22,745","22,745",631,"1,021","1,560","1,967","1,539","2,612","7,920"
서울특별시,금천구,시흥제1동(1154567000),,"13,841","13,841",390,717,"3,889","4,861","4,040","5,229","5,056"
서울특별시,금천구,시흥제2동(1154568000),,"31,332","31,332","1,161","1,932","1,932","2,160","2,733","3,448","10,220"
서울특별시,금천구,시흥제3동(1154569000),,"19,925","19,925","1,025","1,848","1,076","1,293","1,179","1,765","6,779"
서울특별시,금천구,시흥제4동(1154570000),,"10,009","10,009",320,580,"1,881","2,204","2,186","3,326","3,796"
서울특별시,금천구,시흥제5동(1154571000),,"18,379","18,379",617,"1,121","1,864","2,040","1,979","3,105","7,044"
서울특별시,영등포구,-1156000000,,"17,286","17,286",578,"1,014","52,953","74,017","52,283","53,943","6,706"
서울특별시,영등포구,영등포본동(1156051500),,"371,650","371,650","19,839","22,367","2,427","3,270","2,664","3,376","96,248"
서울특별시,영등포구,영등포동(1156053500),,"20,306","20,306","1,012","1,040","7,434","9,664","3,684","3,277","6,517"
서울특별시,영등포구,여의동(1156054000),,"31,133","31,133",946,811,"3,528","5,094","5,411","5,459","5,317"
서울특별시,영등포구,당산제1동(1156055000),,"34,087","34,087","2,321","2,906","3,441","5,331","2,721","2,693","9,368"
서울특별시,영등포구,당산제2동(1156056000),,"21,093","21,093",913,880,"6,194","8,372","5,222","4,612","5,114"
서울특별시,영등포구,도림동(1156058500),,"36,272","36,272","2,196","2,265","2,474","3,465","2,294","2,792","7,411"
서울특별시,영등포구,문래동(1156060500),,"17,607","17,607",687,786,"3,263","5,400","5,706","4,565","5,109"
서울특별시,영등포구,양평제1동(1156061000),,"31,235","31,235","2,484","2,932","2,858","4,655","2,906","2,256","6,885"
서울특별시,영등포구,양평제2동(1156062000),,"18,250","18,250","1,063","1,014","3,473","5,680","3,340","2,977","3,498"
서울특별시,영등포구,신길제1동(1156063000),,"22,562","22,562","1,374","1,327","3,280","3,731","2,333","2,849","4,391"
서울특별시,영등포구,신길제3동(1156065000),,"18,936","18,936",600,816,"1,754","2,572","2,247","2,548","5,327"
서울특별시,영등포구,신길제4동(1156066000),,"16,043","16,043",885,"1,023","1,258","1,833","1,702","1,898","5,014"
서울특별시,영등포구,신길제5동(1156067000),,"11,866","11,866",645,772,924,"1,288","1,393","1,544","3,758"
서울특별시,영등포구,신길제6동(1156068000),,"9,538","9,538",556,722,"2,794","3,427","2,122","2,608","3,111"
서울특별시,영등포구,신길제7동(1156069000),,"17,739","17,739",772,"1,001","2,101","3,373","3,306","2,835","5,015"
서울특별시,영등포구,대림제1동(1156070000),,"19,453","19,453","1,701","1,871","1,640","1,768","1,574","2,216","4,266"
서울특별시,영등포구,대림제2동(1156071000),,"13,220","13,220",553,686,"1,656","1,949","1,204","1,899","4,783"
서울특별시,영등포구,대림제3동(1156072000),,"11,468","11,468",275,460,"2,454","3,145","2,454","3,539","4,025"
서울특별시,동작구,-1159000000,,"20,842","20,842",856,"1,055","60,231","61,423","51,331","56,365","7,339"
서울특별시,동작구,노량진제1동(1159051000),,"372,585","372,585","17,417","24,943","5,942","6,383","4,075","4,362","100,875"
서울특별시,동작구,노량진제2동(1159052000),,"32,804","32,804","1,381","1,785","1,516","1,627",850,"1,054","8,876"
서울특별시,동작구,상도제1동(1159053000),,"7,793","7,793",110,220,"10,401","5,773","5,252","6,488","2,416"
서울특별시,동작구,상도제2동(1159054000),,"43,891","43,891","1,796","3,014","3,699","4,242","4,312","4,111","11,167"
서울특별시,동작구,상도제3동(1159055000),,"26,915","26,915","1,822","2,051","3,672","4,010","2,945","3,739","6,678"
서울특별시,동작구,상도제4동(1159056000),,"23,397","23,397",659,"1,296","4,058","4,907","4,028","4,544","7,076"
서울특별시,동작구,흑석동(1159060500),,"28,854","28,854","1,218","1,719","4,234","4,102","4,525","4,899","8,380"
서울특별시,동작구,사당제1동(1159062000),,"29,913","29,913","2,100","2,244","4,718","5,090","2,671","2,697","7,809"
서울특별시,동작구,사당제2동(1159063000),,"22,165","22,165",483,760,"3,246","4,430","3,951","4,463","5,746"
서울특별시,동작구,사당제3동(1159064000),,"27,676","27,676","1,495","1,689","2,676","3,663","3,439","3,420","8,402"
서울특별시,동작구,사당제4동(1159065000),,"23,138","23,138","1,482","1,499","2,117","2,411","1,755","1,995","6,959"
서울특별시,동작구,사당제5동(1159065100),,"13,545","13,545",463,646,"1,803","2,574","2,051","2,050","4,158"
서울특별시,동작구,대방동(1159066000),,"13,802","13,802",750,854,"5,416","4,959","5,084","5,501","3,720"
서울특별시,동작구,신대방제1동(1159067000),,"33,785","33,785","1,328","3,372","3,141","3,242","3,254","3,789","8,125"
서울특별시,동작구,신대방제2동(1159068000),,"22,821","22,821","1,088","2,078","3,592","4,010","3,139","3,253","6,229"
서울특별시,관악구,-1162000000,,"22,086","22,086","1,242","1,716","101,654","93,752","58,055","64,560","5,134"
서울특별시,관악구,보라매동(1162052500),,"477,846","477,846","13,972","23,651","3,995","4,202","2,907","3,219","122,202"
서울특별시,관악구,청림동(1162054500),,"23,022","23,022",677,"1,216","1,532","2,390","2,092","2,264","6,806"
서울특별시,관악구,성현동(1162056500),,"14,301","14,301",902,971,"3,533","4,065","4,402","5,052","4,150"
서울특별시,관악구,행운동(1162057500),,"29,704","29,704","1,628","2,614","6,998","6,465","3,255","3,352","8,410"
서울특별시,관악구,낙성대동(1162058500),,"28,460","28,460",725,"1,169","5,769","4,254","1,741","1,691","6,496"
서울특별시,관악구,청룡동(1162059500),,"17,538","17,538",441,745,"11,403","7,787","3,562","3,873","2,897"
서울특별시,관악구,은천동(1162060500),,"35,859","35,859",890,"1,434","4,791","5,222","4,283","4,703","6,910"
서울특별시,관악구,중앙동(1162061500),,"31,437","31,437","1,263","2,297","4,431","3,420","1,546","1,591","8,878"
서울특별시,관악구,인헌동(1162062500),,"15,179","15,179",265,507,"5,594","5,070","2,968","3,313","3,419"
서울특별시,관악구,남현동(1162063000),,"24,888","24,888",637,"1,160","3,392","3,791","2,046","2,282","6,146"
서울특별시,관악구,서원동(1162064500),,"17,246","17,246",596,693,"5,971","5,511","2,590","2,611","4,446"
서울특별시,관악구,신원동(1162065500),,"22,815","22,815",398,713,"3,766","3,604","1,959","2,235","5,021"
서울특별시,관악구,서림동(1162066500),,"17,224","17,224",293,635,"5,473","5,020","2,978","2,992","4,732"
서울특별시,관악구,신사동(1162068500),,"23,433","23,433",502,890,"5,685","4,520","2,325","2,892","5,578"
서울특별시,관악구,신림동(1162069500),,"22,035","22,035",393,870,"8,309","7,010","2,469","1,807","5,350"
서울특별시,관악구,난향동(1162071500),,"23,125","23,125",195,402,"1,474","1,518","2,281","2,728","2,933"
서울특별시,관악구,조원동(1162072500),,"14,419","14,419",713,"1,341","4,270","4,675","2,358","2,287","4,364"
서울특별시,관악구,대학동(1162073500),,"19,712","19,712",704,718,"6,532","5,256","3,253","3,361","4,700"
서울특별시,관악구,삼성동(1162074500),,"24,710","24,710",462,876,"1,886","2,332","2,375","3,582","4,970"
서울특별시,관악구,미성동(1162076500),,"20,064","20,064",604,"1,100","3,866","4,082","3,740","4,595","8,185"
서울특별시,관악구,난곡동(1162077500),,"28,465","28,465","1,020","1,894","2,984","3,558","2,925","4,130","9,268"
서울특별시,서초구,-1165000000,,"24,210","24,210",664,"1,406","48,140","57,612","71,126","68,013","8,543"
서울특별시,서초구,서초1동(1165051000),,"413,498","413,498","26,242","45,577","2,582","3,302","3,320","3,281","96,788"
서울특별시,서초구,서초2동(1165052000),,"20,007","20,007",960,"1,750","3,162","4,744","4,591","3,451","4,812"
서울특별시,서초구,서초3동(1165053000),,"24,714","24,714","1,818","2,436","5,015","5,507","4,653","5,188","4,512"
서울특별시,서초구,서초4동(1165053100),,"32,042","32,042","1,398","2,627","3,307","3,005","5,610","5,302","7,654"
서울특별시,서초구,잠원동(1165054000),,"30,005","30,005","2,203","4,138","3,859","4,442","6,200","6,220","6,440"
서울특별시,서초구,반포본동(1165055000),,"34,540","34,540","2,535","4,153",22,20,33,44,"7,131"
서울특별시,서초구,반포1동(1165056000),,216,216,13,29,"3,662","4,601","7,166","4,959",55
서울특별시,서초구,반포2동(1165057000),,"33,307","33,307","2,616","4,253","2,518","2,418","5,074","4,567","6,050"
